nazwa_ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,umeblowane,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie
Kompaktowy apartament inwestycyjny - Partynice,"587 667,56 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.05 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,07 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,07 m²",brak informacji,,apartamentowiec,,3/4,deweloper,,,balkon,garaż/miejsce parkingowe,
Atrakcyjny apartament 2-pok Zwycięska,"594 459,62 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.04 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,51 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,51 m²",,,,pierwotny,3/4,,,,balkon,garaż/miejsce parkingowe,
2 pokoje w dobrej cenie ! Zielona okolica !,323 300 zł,"Na terenie inwestycji zaplanowano drogi wewnętrzne wyłożone kostką, oświetlenie oraz niskie nasadzenia. Wygodne połączenie z centrum Wrocławia zapewniają szybki wyjazd na Wschodnią Obwodnicę Wrocławia, przystanek autobusowy oraz nowe połączenie PKP Iwiny - Wrocław Główny.
W pobliżu osiedla znajduje się Park Bieńkowicki, a w odległości 4 km – popularne miejsce wypoczynku wrocławian – Park Brochowski.
Przynależności: Każdy dom posiadać będzie wysoki standard wykończenia rolety elektryczne na parterze, ogrzewanie podłogowe, instalacje pod montaż paneli fotowoltaicznych.
Bezpieczeństwo: drzwi antywłamaniowe, teren zamknięty. Wielkość Projektu: Inwestycja obejmuje 16 mieszkań oraz 8 lokali usługowych. Garaże: Do każdego mieszkania przynależy miejsce naziemne w cenie 18 000 pln. postojowe. Komunikacja -  Autobus 220 metrów, stacja kolejowa 4,3 km.
Zachęcam do kontaktu,
Tomasz Rybak
691 292 808","Brochów, Krzyki, Wrocław, dolnośląskie",10 600 zł/m²,2,"30,5 m²",,250 zł,,pierwotny,1/2,,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,inne
"3-POKOJOWE 53,81 M2 z 2-ma ogródkami GARAŻ PODZIEMNY,super lokalizacja",650 000 zł,"DO SPRZEDANIA MIESZKANIE O POWIERZCHNI 53,81 M2 - WROCŁAW - LIPA PIOTROWSKA Bazyliowa

MIESZKANIE IDEALNE NA START, DLA PARY LUB RODZIN Z DZIEĆMI
Tel: 51*****40
Rok budowy: 2016
Do sprzedaży przestronne trzypokojowe mieszkanie, na Lipie Piotrowskiej, w bloku z 2016roku. Lokal usytuowany na parterze w bloku dwupiętrowym . Mieszkanie dwustronne z głównym tarasem od słonecznej strony. Do mieszkania przynależy miejsce postojowe w hali garażowej pod budynkiem dodatkowo płatne 20000 pln
Mieszkanie składa się z:
- salonu z aneksem kuchennym o powierzchni 20,5m2 z wyjściem na taras o powierzchni 39,27m2
- sypialni I o powierzchni 11,49m2 z wyjściem na mniejszy taras 18,28m2
- sypialni II o powierzchni 11,05m2 również z wyjściem na mniejszy taras 11.05m2
- przedpokoju o powierzchni 5,16 m2
- łazienki z wanną i prysznicem (2in1) o powierzchni 5.13m2
Ogrzewanie gazowe. Mieszkanie do odświeżenia.
Standard wykończenia:
- podłogi: panele, płytki
- łazienka: płytki, wanna z prysznicem(2in1) obudowana szkłem hartowanym robionym na zamówienie
- kuchnia: meble na wymiar oraz nowoczesne wyposażenie AGD (lodówka z podajnikiem wody, piekarnik z funkcją pary, nowa zmywarka 60 cm oraz płyta indukcyjna)
- pokoje zabudowane meblami na wymiar
- we szystkich drzwiach balkonowych rolety antywłamaniowe
- przy drzwiach wejściowych widedomofon
CZYNSZ: 330PLN + prąd +gaz
STAN PRAWNY: pełna własność z KW bez obciążeń.
LOKALIZACJA:
-dużym atutem nieruchomości jest bliskosć do nowo powstałej szkoły podstawowej (700m),żłobka, przedszkola oraz terenu zielonego z boiskiem, placem zabaw i biblioteką.
-nieruchomosc położona jest w cichej i atrakcyjnej lokalizacji pełnej zieleni w bezpośrednim sąsiedztwie domków jednorodzinnych
-niedaleko liczne sklepy(careffur express, żabka,centrum Handlowe Marino, biedronka) restauracja , cukiernia , pizzeria, przychodnia, gabinet stomatologiczny,apteka . Bardzo dobry wyjazd na MOW oraz AOW.
Komunikacja miejska autobus 111,143,105,108
CENA: 650000 PLN
garaż :20000 PLN","Wrocław, Psie Pole",12188.26 zł/m²,3,"53,33 m²",Tak,,Blok,Wtórny,Parter,Prywatne,,,,,
Apartament w Corte Verona z balkonem i loggią,749 000 zł,"Na sprzedaż atrakcyjny apartament 3-pokojowy (obecnie 2 pokoje - możliwość przywrócenia do stanu 3-pokojowego) o powierzchni 53 m2, doskonale zlokalizowany przy ul. Grabiszyńskiej 214 (róg z Aleją Pracy), w nowoczesnym budynku CORTE VERONA. Budynek o bardzo ciekawej architekturze z wewnętrznym patio i ponadczasowej oryginalnej elewacji. Apartament znajduje się na I piętrze w VII kondygnacyjnym budynku z cichobieżną windą z 2010 r. 
Lokal mieszkalny składa się z salonu z aneksem kuchennym (z wyjściem na loggię od ul. Grabiszyńskiej), sypialni z osobnym balkonem od strony Alei Pracy oraz łazienki. Z salonu z aneksem kuchennym istnieje możliwość wyodrębnienia osobnego ok. 10-cio metrowego pokoju. Do apartamentu przynależy loggia 4 m2 i duży balkon 6 m2. Mieszkanie dwustronne, narożne, bardzo jasne (strona południowa i zachodnia). Rozkład lokalu mieszkalnego jak na dołączonym rzucie. Apartament jest komfortowy i kompletnie wyposażony - jak na zdjęciach. Osiedle jest monitorowane wraz z ochroną 24 godziny na dobę. W apartamencie jest rozprowadzona instalacja pod montaż klimatyzacji. Istnieje możliwość parkowania na terenie wokół budynku (do mieszkania przysługują 2 karty parkingowe). Opcjonalnie do dokupienia jest miejsce postojowe w garażu podziemnym o powierzchni 18 m2. Doskonała lokalizacja - blisko przystanki autobusowe, tramwajowe, sklepy, apteka, restauracje, Centrum Handlowe Borek, Tarasy Grabiszyńskie, Centrum Historii Zajezdnia. Odległość od Rynku - 4 km, do Parku Grabiszyńskiego 5 minut spacerem.
Apartament jest nowo urządzony - dostępny od zaraz.
Budynek Corte Verona został wyróżniony Nagrodą Roku SARP 2010 przez Stowarzyszenie Architektów Polskich, zdobył także I Nagrodę w kategorii ""Budynek mieszkalny"" oraz Grand Prix w konkursie Piękny Wrocław. 
Apartament nadaje się idealne zarówno na cele mieszkalne pod wynajem jak również na kancelarię, biuro, gabinet.
Czynsz w wysokości ok. 630 zł, opłata za energię elektryczną ok. 100 zł
Cena 749 000 zł
Sprzedaż bezpośrednio od właściciela, telefon 602195588","ul. Grabiszyńska, Grabiszyn, Fabryczna, Wrocław, dolnośląskie",14 132 zł/m²,3,53 m²,,630 zł,,wtórny,1/7,,pełna własność,do zamieszkania,"balkon, taras",,kotłownia
OKAZJA - 5P - Pomorska 9 - przy UW - ROI +8%,990 000 zł,"TOPOWA LOKALIZACJA POD KĄTEM NAJMU.
ADRES:  ul. POMORSKA 9
Zapraszam do oglądania - mieszkanie na żywo prezentuje się znacznie lepiej niż na moich zdjęciach.
  INFORMACJE O NAJMIE:","ul. Pomorska 9, Nadodrze, Śródmieście, Wrocław, dolnośląskie",12 837 zł/m²,5,"77,12 m²","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",1 090 zł,blok,,2/6,prywatny,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie
Funkcjonalny apartament inwestycyjny Zwycięska 3,"595 077,08 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.02 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,55 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,55 m²",,,,pierwotny,3/4,,,,balkon,garaż/miejsce parkingowe,
Inwestycyjne 4 pokoje w rozkładzie - Stare Miasto,695 000 zł,Film,"ul. Nożownicza, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie",12 971 zł/m²,4,"53,58 m²",meble,800 zł,blok,,4/4,biuro nieruchomości,pełna własność,do zamieszkania,balkon,,miejskie
Bezpośrednio I bez PCC I bez prowizji,389 890 zł,"Na sprzedaż bezpośrednio od właściciela mieszkanie 2 pokojowe w najzieleńszej dzielnicy Wrocławia. 
Najważniejsze informacje: 
gotowe do odbioru
bez PCC
bez prowizji
założona KW","Maślice, Fabryczna, Wrocław, dolnośląskie",13 900 zł/m²,2,"28,05 m²",brak informacji,"435,51 zł",blok,,1/2,prywatny,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,gazowe
Bezpośrednio I bez PCC i prowizji I do wykończenia,389 890 zł,"Na sprzedaż bezpośrednio od właściciela mieszkanie 2 pokojowe w najzieleńszej dzielnicy Wrocławia. 
Najważniejsze informacje: 
gotowe do odbioru
bez PCC
bez prowizji
założona KW","Maślice, Fabryczna, Wrocław, dolnośląskie",13 900 zł/m²,2,"28,05 m²",brak informacji,"435,51 zł",blok,,1/2,prywatny,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,kotłownia
Idealne pod Wynajem | Dobrze Skomunikowane,404 509 zł,"Jedno z najszybciej rozwijających się miast w Europie jest idealnym miejscem do zamieszkania. Dynamiczny rynek pracy, bogata historia oraz ciekawa oferta kulturalna i edukacyjna sprawiają, że coraz więcej osób chce planować tutaj dalsze życie.
Nie czekaj, zadzwoń 690 057 525
Osiedle ulokowane na południe od śródmieścia Wrocławia, będzie bardzo dobrze skomunikowane z centrum.
Dostaniemy się tam szybko samochodem, komunikacją miejską, czy pociągami Kolei Dolnośląskich.
Na nogach dotrzemy w zaledwie 1 min do żłobka, Parku bieńkowice oraz Parku na skraju. Kawałek dalej mamy szkołe, park brochowski oraz szpital.

Brak Prowizji, mieszkanie prosto od Dewelopera. A co za tym też idzie? Nie ma podatku PCC, więc na samym starcie oszczędzasz 5% swoich środków.

Za mało informacji? Zadzwoń i dopytaj się. Chętnie odpowiem na każde pytanie.","Brochów, Krzyki, Wrocław, dolnośląskie",10 735 zł/m²,2,"37,68 m²",brak informacji,,apartamentowiec,,2/2,biuro nieruchomości,pełna własność,,balkon,garaż/miejsce parkingowe,miejskie
5 pokoi | Możliwość podziału na 2 mieszkania,1 050 000 zł,Wirtualny spacer,"ul. Władysława Łokietka, Nadodrze, Śródmieście, Wrocław, dolnośląskie",8 671 zł/m²,5,"121,1 m²",,,,wtórny,4/4,,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,gazowe
Mieszkanie 2-pokojowe | Balkon | Winda w budynku,559 000 zł,Wirtualny spacer,"ul. św. Wincentego, Nadodrze, Śródmieście, Wrocław, dolnośląskie",10 108 zł/m²,2,"55,3 m²","meble, piekarnik, kuchenka",470 zł,plomba,,6/7,biuro nieruchomości,,do remontu,balkon,,miejskie
"Gotowe, 4 pokojowe mieszkanie z dwoma balkonami",799 000 zł,Film,"ul. Waniliowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie",11 117 zł/m²,4,"71,87 m²",meble,590 zł,blok,,2/5,biuro nieruchomości,pełna własność,do zamieszkania,balkon,,inne
Duże mieszkanie | 4 pokoje | Inwestycja | 1 piętro,1 200 000 zł,Wirtualny spacer,"ul. Grunwaldzka, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",11 990 zł/m²,4,"100,08 m²","lodówka, meble, piekarnik, kuchenka, pralka",500 zł,kamienica,,1/4,biuro nieruchomości,pełna własność,do zamieszkania,balkon,,gazowe
Dom w cenie mieszkania przy Leśnicy! DUŻE OGRODY,549 000 zł,"Do Państwa wyboru oddajemy parterowe domy z przylegającym ogrodem w zielonej Brzezinie, tuż za osiedlem Leśnica. Na powierzchni 56,84 mkw. znajdują się przestronny salon z aneksem kuchennym, dwa pokoje, łazienka z WC, pomieszczenie gospodarcze, przedpokój i wiatrołap. Oprócz tego do dyspozycji jest przestronne poddasze do dowolnej aranżacji oraz dwa nadziemne miejsca postojowe. 
Nasza zabudowa cechuje się wysoką energooszczędnością. Przy realizacji inwestycji wykorzystano materiały renomowanych marek. Do zapewnienia komfortu cieplnego wykorzystujemy pompy ciepła z systemem ogrzewania podłogowego. Wszystkie okna w domu wyposażone są w rolety sterowane elektrycznie.
Wnętrza domów zaprojektowano w taki sposób, by maksymalnie wykorzystać przestrzeń oraz zapewnić każdemu domownikowi odpowiednią prywatność.
Planowany termin przekazania apartamentów: II połowa 2024 r.
Dlaczego Brzezina?
Jej niezwykłe położenie łączy ze sobą bliskość Wrocławia oraz dostęp do rozległych terenów zalesionych.
Nasza inwestycja znajduje się jedynie 2 kilometry od granic miasta, a zarazem w spokojnym, zielonym otoczeniu.
Oprócz połączenia kolejowego, do wsi kursują również autobusy wrocławskiej komunikacji miejskiej. We wsi funkcjonuje Biedronka oraz kilka mniejszych punktów handlowych i usługowych (fryzjer, kosmetyczka, myjnia samochodowa, paczkomat, dentysta).
Natomiast w sąsiadujących Pisarzowicach ulokowana jest nowoczesna szkoła podstawowa oraz przychodnia zdrowia.

Za realizację osiedla odpowiada: AIF DEVELOPMENT Spółka z.o.o.
AIF DEVELOPMENT to nowoczesna spółka deweloperska, skupiająca się na rozwoju sektora mieszkaniowego. 
Realizując kolejne inwestycje szczególną uwagę zwracamy na komfort i funkcjonalność realizowanych projektów. 
Dbając o każdy detal, wykorzystujemy innowacyjne technologie i wiedzę najlepszych specjalistów.
Naszą misją jest zapewnienie takiego profesjonalizmu, by każdy mieszkaniec naszego osiedla czuł się komfortowo","Leśnica, Fabryczna, Wrocław, dolnośląskie",9 659 zł/m²,3,"56,84 m²",,,,pierwotny,parter,,pełna własność,,"ogródek, taras",garaż/miejsce parkingowe,inne
2 pokoje z balkonem w Centrum!,640 000 zł,"Na sprzedaż 2 pokojowe mieszkanie z balkonem w ścisłym centrum Wrocławia.

Mieszkanie w pełni rozkładowe 50m2 :

1 pokój dzienny około 20m2
1 sypialnia około 15m2
Garderoba
Łazienka
Kuchnia

Media:

ogrzewanie - sieć miejska
woda - piec jednofunkcyjny gazowy
czynsz- 560 zł ( w tym są już wszystkie zaliczki)
osobno płatny prąd i gaz ( podgrzanie wody oraz kuchenka)

Mieszkanie mieści się na 2 piętrze w budynku bez windy, blok z lat 70. Osiedle jest ogrodzone i zamknięte. Możliwość parkowania na osiedlu tylko dla mieszkańców.
Dodatkowo do mieszkania przynależy piwnica.
Lokal został odświeżony 3 miesiące temu, nie wymaga dodatkowych nakładów finansowych.
Na chwilę obecną mieszkanie jest wynajmowane, lokatorzy są chętni na jego kontynuowanie :)

Lokalizacja nieruchomości ul. Dworcowa

Pośredników zapraszam z klientami, nie podpisuję żadnych umów(chyba, że przed finalizacją sprzedaży)- ofertę możecie podesłać swojemu klientowi:) Ewentualne kwestie wynagrodzenia do ustalenia:) Powiedzmy, że jestem z branży :)

Po więcej szczegółów zapraszam do kontaktu.","Wrocław, Stare Miasto",12800 zł/m²,2,50 m²,Tak,,Blok,Wtórny,2,Prywatne,,,,,
